artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,type,duration,year,month,day_of_the_week
Young Thug,Yea Yea Yea,6ZMPzFM5sZDomBF2148SYE,Punk,4tYDU5yrBpOxg2hUuBOgBo,2021-10-14,7,False,0.803,0.421,G,-8.539,Minor,0.425,0.314,0.0,0.0943,0.523,97.928,4,[],Studio Album,02:24,2021,October,Thursday
Young Thug,Recognize Real (with Gunna),0LRcWG44VIoj9WtnYjLEc4,Punk,4tYDU5yrBpOxg2hUuBOgBo,2021-10-14,12,False,0.435,0.232,F,-14.639,Major,0.0744,0.891,0.0,0.0984,0.652,169.844,4,['Gunna'],Studio Album,02:51,2021,October,Thursday
Young Thug,Light It Up,54fWDzHzlblC25yAhZ47Xn,So Much Fun,5AivpkHClIpmRxheNz1TzN,2019-08-15,16,False,0.951,0.515,A#/Bb,-8.543,Major,0.0847,0.0038,0.0,0.113,0.326,138.025,4,[],Studio Album,03:29,2019,August,Thursday
Young Thug,Abracadabra (feat. Travis Scott),546r4eOhype769I4vujYvT,BUSINESS IS BUSINESS,7CLo0dKR7Zk97M2TLO8mb8,2023-06-22,20,False,0.657,0.556,G#/Ab,-6.703,Minor,0.217,0.0392,0.0,0.115,0.407,163.185,4,['Travis Scott'],Studio Album,04:07,2023,June,Thursday
Young Thug,Jungle (feat. Gucci Mane),2o5VOeiyQkj5maU6VFu4kc,1017 Thug,0ssPpXttlI7w2Z6CXiqWgR,2015-12-11,21,True,0.613,0.638,A#/Bb,-9.73,Minor,0.417,0.0994,0.0,0.171,0.502,137.044,4,['Gucci Mane'],Mixtape,02:27,2015,December,Friday
Young Thug,Went Thru It,2KK9lirGhkvZfgvYFGioq3,BUSINESS IS BUSINESS,7CLo0dKR7Zk97M2TLO8mb8,2023-06-22,16,False,0.853,0.684,D,-7.058,Major,0.152,0.0348,1.7e-05,0.238,0.254,92.504,4,[],Studio Album,02:35,2023,June,Thursday
Young Thug,Jonesboro,2cgswl9vfrNUSyWnetyvDx,BUSINESS IS BUSINESS (Metro's Version),1E7ibA3gXudpo1LBfzSRdh,2023-06-25,13,False,0.552,0.642,A,-6.489,Minor,0.287,0.504,2.23e-05,0.188,0.258,169.87,4,[],Album Deluxe,02:43,2023,June,Sunday
Young Thug,Jonesboro,4Q55rYBlffYCeThCXoYKER,BUSINESS IS BUSINESS,7CLo0dKR7Zk97M2TLO8mb8,2023-06-22,14,False,0.552,0.642,A,-6.489,Minor,0.287,0.504,2.23e-05,0.188,0.258,169.87,4,[],Studio Album,02:43,2023,June,Thursday
Young Thug,Circle Of Bosses (feat. Quavo),0jN5qjB5lS8Rkgaw9AZu0C,So Much Fun,5AivpkHClIpmRxheNz1TzN,2019-08-15,14,False,0.885,0.49,A,-7.448,Minor,0.322,0.00886,0.0,0.354,0.461,75.012,4,['Quavo'],Studio Album,02:59,2019,August,Thursday
Young Thug,Jumped Out The Window,4GYHUJ3noUIFIBmi0uubeU,So Much Fun,5AivpkHClIpmRxheNz1TzN,2019-08-15,12,False,0.927,0.53,C#/Db,-8.36,Major,0.0851,0.000828,0.0,0.221,0.398,138.099,4,[],Studio Album,03:24,2019,August,Thursday
Young Thug,Stoner,6qf3fxRKqTXjEgmtCXwn73,Stoner,48E4BKGaAmdtkKctH0L339,2014-02-04,26,False,0.879,0.683,D#/Eb,-3.298,Minor,0.168,0.387,1.45e-06,0.0628,0.585,135.959,4,[],Single,04:00,2014,February,Tuesday
Young Thug,I Bought Her (feat. Lil Duke),4qDsOcycjTdL5eksGpLUNU,So Much Fun,5AivpkHClIpmRxheNz1TzN,2019-08-15,9,False,0.9,0.562,G,-7.938,Major,0.227,0.000473,0.0,0.0633,0.624,136.08,4,['Lil Duke'],Studio Album,03:21,2019,August,Thursday
Young Thug,Curtains,32w14bKcCegHTa8ThmgMoM,I Came from Nothing 2,4k4w4MLXdY084qrbMGy9Sg,2011-12-20,15,True,0.443,0.604,C,-6.928,Major,0.227,0.374,0.0,0.415,0.675,107.368,5,[],Mixtape,03:40,2011,December,Tuesday
Young Thug,Peepin Out The Window (with Future & Bslime),0AkI0KKi2cSfIKGyMMu7iZ,Punk,4tYDU5yrBpOxg2hUuBOgBo,2021-10-14,13,False,0.668,0.515,E,-9.494,Minor,0.362,0.183,0.0,0.222,0.211,84.7,4,"['Bslime', 'Future']",Studio Album,03:57,2021,October,Thursday
Young Thug,Picture Baby,5frkhnuDWB7678XprVVhbV,1017 Thug,0ssPpXttlI7w2Z6CXiqWgR,2015-12-11,16,True,0.829,0.663,F#/Gb,-8.69,Minor,0.47,0.141,0.0,0.353,0.711,129.883,4,[],Mixtape,03:12,2015,December,Friday
Young Thug,Patna Dem (feat. PeeWee Longway),3obLb2rhu8eZi84PCQloVI,1017 Thug,0ssPpXttlI7w2Z6CXiqWgR,2015-12-11,17,True,0.608,0.619,B,-9.77,Minor,0.321,0.0325,0.0,0.462,0.355,139.644,4,['Peewee Longway'],Mixtape,01:37,2015,December,Friday
Young Thug,Shooting Star (feat. Gucci Mane),7lxgKqQPNygmN4N3sZVvfh,1017 Thug,0ssPpXttlI7w2Z6CXiqWgR,2015-12-11,18,True,0.896,0.718,E,-7.941,Minor,0.115,0.138,0.0,0.431,0.804,120.016,4,['Gucci Mane'],Mixtape,04:20,2015,December,Friday
Young Thug,Road Rage,4hs4hDY1KtBXg7CBvPQJTq,Punk,4tYDU5yrBpOxg2hUuBOgBo,2021-10-14,8,False,0.601,0.327,C#/Db,-14.982,Minor,0.868,0.0368,0.0,0.102,0.376,76.456,4,[],Studio Album,02:32,2021,October,Thursday
