,artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,duration_ms,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists
419,Ed Sheeran,Amazing - Live from Kia’s Living Room,4hjpUPLh1WJ1tBNjFsgppU,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,30,False,0.908,174165,0.313,11,-7.433,1,0.073,0.7,0.0,0.128,0.9,126.949,4,[]
420,Ed Sheeran,Take It Back,1klkYEghsyMBLhIyOtCQOL,x (10th Anniversary Edition),1upLfaShcnjVjey0FdY7aO,2024-06-21,33,False,0.753,208400,0.613,5,-6.342,1,0.233,0.318,0.0,0.335,0.904,113.196,4,[]
421,Ed Sheeran,Plastic Bag - Live from Alex’s Living Room,4uLja2eQJ8mBoA4QmVy4Jb,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,30,True,0.722,218888,0.274,8,-6.234,1,0.0414,0.872,0.0,0.112,0.534,126.456,4,[]
422,Ed Sheeran,Blue,3VgD05XlPGjCvd4ZLGGk1D,Autumn Variations,4JBIPXbjtBx7keWjTnGYeJ,2023-09-29,26,False,0.668,153899,0.314,9,-8.275,0,0.0298,0.888,0.0,0.222,0.414,78.019,1,[]
423,Ed Sheeran,The Day I Was Born,45a6lZchOMRp90XN1gC4II,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,32,True,0.6,252318,0.667,0,-5.504,1,0.0443,0.657,0.0,0.327,0.725,135.083,4,[]
424,Ed Sheeran,England,37b4ATsKqGuDmvhj1stfwN,Autumn Variations,4JBIPXbjtBx7keWjTnGYeJ,2023-09-29,25,False,0.622,226757,0.666,5,-10.786,1,0.0423,0.641,8.63e-05,0.513,0.52,126.934,4,[]
426,Ed Sheeran,Visiting Hours,446RPBrDh8kVcYfDdnNFmp,= (Tour Edition),2CIOGAByaHyjQ1EO55JSzC,2022-05-27,27,False,0.471,215507,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,4,[]
427,Ed Sheeran,I Don't Care,2jf9wjnC3t1H8oYpcPlWKT,Daily Lift,63EE2xqJelCCyX1UrJOwHM,2021-11-05,31,True,0.798,219947,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,4,['Justin Bieber']
428,Ed Sheeran,Shirtsleeves,15Azuxc1xHWGoyQsUakZlD,x (10th Anniversary Edition),1upLfaShcnjVjey0FdY7aO,2024-06-21,32,False,0.752,190227,0.759,2,-5.34,1,0.0341,0.319,0.0,0.335,0.751,107.031,4,[]
429,Ed Sheeran,Page,4IBum9ndT8WeIhwALJJqVP,Autumn Variations,4JBIPXbjtBx7keWjTnGYeJ,2023-09-29,25,False,0.774,231022,0.604,2,-6.385,1,0.0404,0.623,3.48e-06,0.0889,0.62,146.081,4,[]
430,Ed Sheeran,"You Need Me, I Don't Need You - Live and in Session",3cvGbWQhQ73AZjz1XOoOFA,Live and in Session,358s1FksXk3qh38nNdjJFk,2014-08-11,32,False,0.5,583657,0.847,4,-4.969,0,0.151,0.105,0.0,0.249,0.848,109.525,4,[]
431,Ed Sheeran,Midnight,2hhhLOK7PL8X9GlQ5uEeH6,Autumn Variations,4JBIPXbjtBx7keWjTnGYeJ,2023-09-29,24,False,0.555,179538,0.824,10,-5.843,1,0.0591,0.425,7.78e-05,0.082,0.685,178.034,4,[]
432,Ed Sheeran,Perfect,1u6P2YPTtWocASNtpqeNMJ,Románticas en Inglés,3DrVOTZXZzzR5QkazO6pXx,2023-08-11,33,False,0.598,263400,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,[]
433,Ed Sheeran,Spring,6JlZ0PMPyLuHn2gGtrahre,Autumn Variations,4JBIPXbjtBx7keWjTnGYeJ,2023-09-29,25,False,0.644,178616,0.317,5,-11.565,1,0.0317,0.923,0.00159,0.104,0.667,96.081,4,[]
434,Ed Sheeran,Even My Dad Does Sometimes,2dm0dEB6pL47QVlBfUV6Xu,x (10th Anniversary Edition),1upLfaShcnjVjey0FdY7aO,2024-06-21,32,False,0.584,228533,0.318,2,-8.926,1,0.0278,0.756,0.000172,0.117,0.296,129.771,3,[]
435,Ed Sheeran,Love In Slow Motion,1ZNI4Ab5Ojwha9OCmtqE6n,= (Tour Edition),2CIOGAByaHyjQ1EO55JSzC,2022-05-27,25,False,0.485,190933,0.54,1,-5.4,1,0.0253,0.668,0.0,0.0849,0.426,62.631,4,[]
436,Ed Sheeran,England - Live from Maynard’s Living Room,26vVj2jF7opp0pTFTSNtZS,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,30,False,0.666,201568,0.312,10,-7.862,1,0.0425,0.868,0.0,0.106,0.414,132.101,4,[]
437,Ed Sheeran,Blue - Live from Sarom’s Living Room,5SBrQlvC8l1tW5wNSi0Rlu,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,31,False,0.441,141204,0.319,2,-7.085,1,0.0351,0.893,0.0,0.241,0.389,168.399,4,[]
438,Ed Sheeran,Fall,2WsIrKxyolJbLcwIgCmtwv,Songs I Wrote With Amy,40TWM0OpD4tS3AoWLnUxIC,2011-12-09,31,False,0.559,163273,0.283,4,-9.827,1,0.0323,0.632,0.00127,0.126,0.188,82.552,4,[]
439,Ed Sheeran,She,56XCgjSYaLg0TjxkVSpqNu,Songs I Wrote With Amy,40TWM0OpD4tS3AoWLnUxIC,2011-12-09,31,False,0.573,244653,0.344,9,-10.91,1,0.0361,0.811,0.0,0.13,0.377,157.783,3,[]
440,Ed Sheeran,The A Team - Live and in Session,41Fa4odUQJYZNEccDd0y4q,Live and in Session,358s1FksXk3qh38nNdjJFk,2014-08-11,33,False,0.55,248395,0.416,9,-6.737,1,0.0724,0.387,0.0,0.542,0.463,112.411,4,[]
441,Ed Sheeran,One - Live and in Session,2MJ2fb4rCmdVZ9lUtUMNjF,Live and in Session,358s1FksXk3qh38nNdjJFk,2014-08-11,34,False,0.464,225488,0.33,4,-7.027,1,0.035,0.761,0.0,0.72,0.368,106.04,4,[]
442,Ed Sheeran,Lego House - Spotify Sessions,1u3FMEh3u14smbxY1XZc4S,Spotify Session,3Zao4egmTSVP5LfAhHO4o1,2011,31,False,0.55,221010,0.196,11,-16.253,1,0.355,0.766,0.0,0.191,0.492,162.481,4,[]
443,Ed Sheeran,Castle on the Hill,0IbANZRIcELBYA91D1BA5p,Highway Songs - cruising and relaxed driving,6aPfAHXzdIOizLTt1bJTha,2023-12-23,22,False,0.461,261154,0.834,2,-4.868,1,0.0991,0.0231,1.16e-05,0.14,0.469,135.007,4,[]
444,Ed Sheeran,Stop The Rain,781z6KOhWIytOCGXsWoL0H,= (Tour Edition),2CIOGAByaHyjQ1EO55JSzC,2022-05-27,25,False,0.686,203493,0.765,8,-4.778,1,0.118,0.0122,0.0,0.127,0.743,99.998,4,[]
445,Ed Sheeran,Overpass Graffiti - TCTS Remix,7aJipE69xCCq3Upw8w9JOf,Overpass Graffiti (TCTS Remix),1v4uBCAiRxSw9tnujr5oXo,2021-10-28,28,False,0.69,276296,0.915,9,-3.778,0,0.0414,0.000938,0.000875,0.0618,0.882,126.046,4,['TCTS']
446,Ed Sheeran,2step (feat. Lil Baby),3vRMNhtsTzM25UbTeuKGrx,= (Tour Edition),2CIOGAByaHyjQ1EO55JSzC,2022-05-27,24,False,0.693,163450,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby']
449,Ed Sheeran,You Don't Know - For Fucks Sake,5wDo8f5JkiLu98wa38chVT,The Slumdon Bridge,3j70EKOaR5iVk0BPW6lowR,2011-09-09,19,True,0.835,213600,0.532,7,-8.891,1,0.292,0.329,2.32e-05,0.364,0.562,99.995,4,['Yelawolf']
450,Ed Sheeran,Way To Break My Heart (feat. Skrillex),3ScM8IvndjLcJ9VyAc4EnS,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,28,False,0.726,190293,0.731,1,-6.298,0,0.159,0.11,3.45e-06,0.0928,0.437,170.125,4,['Skrillex']
451,Ed Sheeran,Page - Live from Deborah’s Living Room,1roO8TRLqZ0ja57mILJQlF,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,30,False,0.479,211849,0.416,0,-4.782,1,0.0371,0.883,0.0,0.0843,0.353,78.837,4,[]
452,Ed Sheeran,2step (feat. Ultimo),7mxEWcW3A0jULs64ckyq9k,2step (feat. Ultimo),3TDdlYSrE5WuOTiuyr9tTl,2022-05-06,40,False,0.727,154160,0.69,4,-5.063,0,0.0721,0.16,0.0,0.137,0.685,94.935,4,['Ultimo']
453,Ed Sheeran,2step (feat. Lil Baby),5PF6tRnQJWyAlZTCgDa4wQ,2step (The Remixes),1nqJFaKVTrCkCDaC2I1zM7,2022-05-26,26,False,0.693,163450,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby']
454,Ed Sheeran,The Joker And The Queen,49fcoVTl7mQtaGrOu5eWWf,= (Tour Edition),2CIOGAByaHyjQ1EO55JSzC,2022-05-27,25,False,0.567,185587,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,4,[]
455,Ed Sheeran,That’s On Me - Live from Narine’s Living Room,2PAMpzkXfCU4NFs1IiJVhY,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,29,True,0.685,191808,0.665,5,-5.445,1,0.0877,0.748,0.0,0.0533,0.776,113.777,3,[]
456,Ed Sheeran,The Day I Was Born,7m3PIHAmlO5ls5ZLbPcfZD,Autumn Variations,4JBIPXbjtBx7keWjTnGYeJ,2023-09-29,26,False,0.603,252318,0.668,0,-5.503,1,0.044,0.655,0.0,0.327,0.721,135.135,4,[]
457,Ed Sheeran,"You Need Me, I Don't Need You - Live at the Bedford",2GGOQWJo7FGEQojc7baekK,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,26,False,0.506,590333,0.911,0,-4.779,1,0.23,0.48,0.0,0.696,0.781,105.475,4,[]
458,Ed Sheeran,Head > Heels,4K7BmhE2LEYLEjLwwAlR7B,Autumn Variations,4JBIPXbjtBx7keWjTnGYeJ,2023-09-29,24,False,0.711,253881,0.328,0,-9.172,1,0.0592,0.759,0.000538,0.116,0.347,77.539,4,[]
459,Ed Sheeran,2step (feat. Quevedo),2lBC947shOYlBn1UtMoJlg,2step (feat. Quevedo),4uXdvX6Kma8gK1k88Ndvsb,2022-05-23,41,False,0.72,153254,0.709,4,-5.308,0,0.0827,0.171,0.0,0.141,0.537,94.99,4,['Quevedo']
460,Ed Sheeran,Midnight - Live from John’s Living Room,0aP608S0wKfse1LlDy9aZL,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,29,False,0.699,151877,0.295,9,-8.272,1,0.0442,0.875,0.0,0.129,0.52,99.964,4,[]
461,Ed Sheeran,When Will I Be Alright,7a6OTDsR2xxzvdoyqWaHVd,Autumn Variations,4JBIPXbjtBx7keWjTnGYeJ,2023-09-29,24,False,0.614,175878,0.244,2,-9.345,1,0.0301,0.935,5.64e-05,0.112,0.488,126.381,4,[]
464,Ed Sheeran,Shivers,1LyqItlFWcwvMaF0yiApXJ,Shivers (Alok Remix),6cgj2takjXRiUbUcjvbVZO,2021-10-11,28,False,0.788,207853,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[]
465,Ed Sheeran,Photograph,5Kj4NxdJBjbGynxWg590wZ,Top Hits 2010-2020,5SX2ckmXPzTgWpWfOoTrn0,2022-06-10,35,False,0.718,258987,0.379,4,-10.48,1,0.0359,0.607,0.000472,0.0986,0.22,108.033,4,[]
466,Ed Sheeran,Thinking out Loud (Arr. for Guitar),58iCAn7pxwEg3Tlkt3X0L0,Guitar Covers of Pop Hits,7lZSM2AaD9k4kFiDI5eP0S,2020-04-12,20,False,0.719,237600,0.23,2,-10.74,1,0.0513,0.671,0.675,0.111,0.319,74.947,4,"['Amy Wadge', 'Arlo Vega']"
467,Ed Sheeran,When Will I Be Alright - Live from Kristen’s Living Room,6r8VpUHx6dI2ZtZrVTZ7Vt,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,29,False,0.584,166769,0.215,3,-8.765,1,0.0335,0.943,0.0,0.0962,0.362,132.456,4,[]
468,Ed Sheeran,Drunk,51Be0m3caz9EourH3LIHvY,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,36,False,0.733,200093,0.652,7,-9.101,1,0.0696,0.419,2.37e-06,0.521,0.459,99.998,4,[]
469,Ed Sheeran,Punchline - Live from Holly’s Living Room,6XyGcm4JJq1KL6CWGk4joO,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,29,False,0.639,186663,0.407,11,-5.581,1,0.0306,0.836,0.0,0.0876,0.414,84.575,4,[]
470,Ed Sheeran,Leave Your Life,1REhY89NpcXlSsA5OR09pV,= (Tour Edition),2CIOGAByaHyjQ1EO55JSzC,2022-05-27,25,False,0.578,223867,0.558,2,-5.438,1,0.0872,0.236,0.0,0.143,0.54,75.087,4,[]
471,Ed Sheeran,Lately (feat. Devlin),1iyJwocwqUMwLgmu9O5Y13,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,31,False,0.718,271333,0.82,4,-5.552,0,0.103,0.0928,0.0,0.391,0.329,90.013,4,['Devlin']
472,Ed Sheeran,I Don't Care (with Justin Bieber),1Tu5fpEjGl78R4mA6pQ7Tk,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,26,False,0.798,219947,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,4,['Justin Bieber']
473,Ed Sheeran,Wake Me Up - Live at the Bedford,2c3PILT3ocB6B47pNzi9qs,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,26,False,0.616,300680,0.141,9,-17.161,1,0.532,0.792,0.0,0.897,0.361,107.874,4,[]
474,Ed Sheeran,Radio (feat. JME),5KB7EYQuHd0S5WKVWpagYu,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,31,False,0.693,222653,0.833,6,-5.408,0,0.263,0.214,0.0,0.117,0.759,99.901,4,['Jme']
475,Ed Sheeran,Castle on the Hill,7Kc3EB81l3eKMEOO1fQsK3,100 Greatest Running Songs,1Cuu5JU4NyGzNzw3whVhKf,2023-10-17,32,False,0.461,261154,0.834,2,-4.868,1,0.0991,0.0231,1.16e-05,0.14,0.469,135.007,4,[]
476,Ed Sheeran,2step (feat. Leto),0rGZhcaioQRufndluiOxdF,2step (feat. Leto),5gtzH1xaYI0w2KWITZaZUH,2022-05-13,29,False,0.73,154453,0.701,7,-5.318,1,0.0447,0.273,0.0,0.0657,0.522,94.97,4,['Leto']
477,Ed Sheeran,Bad Habits,0c8CFwGepk9hmc4cuRPmXJ,Bad Habits (MEDUZA Remix),6KMHosj3h5fkGwPoTK9gvB,2021-07-30,28,False,0.807,230747,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[]
478,Ed Sheeran,Shape of You - Yxng Bane Remix,31OUf7myzRshUdO8aQpEPH,Shape of You (Yxng Bane Remix),6y6RDTPqAox4sTHfy1piVX,2017-08-11,38,True,0.535,207128,0.616,1,-5.542,0,0.314,0.384,0.0,0.0816,0.516,96.433,4,['Yxng Bane']
479,Ed Sheeran,Firefly,03XSaYxplllG9nMVinYVzU,The A Team,6iBvt4DAGNEJwIvM4vLPms,2011-12-06,16,False,0.602,255000,0.31,4,-11.469,1,0.0373,0.886,0.000142,0.105,0.36,159.917,4,[]
480,Ed Sheeran,Little Lady (feat. Mikill Pane),7bXTXa2zmMuRZPCBEWcjHw,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,26,False,0.437,328653,0.5,9,-7.103,1,0.105,0.731,0.0,0.157,0.437,85.293,4,['Mikill Pane']
481,Ed Sheeran,Perfect - Instrumental,6ci1COpgwK4IHZMqCZcehj,Teclas Pretas Também Fazem Música,1elramoOJ90pDVBWXrBBwU,2020-04-27,30,False,0.356,264331,0.277,8,-12.533,1,0.0295,0.637,0.94,0.109,0.0925,94.886,3,['Fernando Wilson']
482,Ed Sheeran,Head > Heels - Live from Keira’s Living Room,09RjA5mm3ElFtMXy0f1I25,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,29,False,0.693,232902,0.139,0,-6.6,1,0.0414,0.92,0.0,0.0928,0.354,80.305,4,[]
483,Ed Sheeran,Spring - Live from Emily’s Living Room,2Z59T7Ukc34W3adhjcskXE,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,29,False,0.555,153533,0.235,4,-10.655,1,0.036,0.908,0.0,0.103,0.366,102.194,4,[]
484,Ed Sheeran,The City - Live at Sticky Studios; Loose Change EP,1Fj5Hfda761tgxKbJUlFxN,Loose Change,3QbPtoOWiJqZurXXxJwaOD,2011-12-09,28,False,0.712,306320,0.569,4,-6.032,0,0.204,0.507,0.0,0.412,0.837,105.032,4,[]
485,Ed Sheeran,The A Team - Live at the Bedford,3nwbntyppUfLEMorPB40HN,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,26,False,0.402,322933,0.339,9,-9.574,1,0.0498,0.728,0.0,0.833,0.496,83.194,4,[]
487,Ed Sheeran,"Hands of Gold (From ""Game of Thrones"")",1jrDr3VeNXdljqNfRbYtcP,Fantasymphony,4SXuGe9DNKF1ngufm4vRh6,2020-04-24,29,False,0.348,154054,0.376,2,-15.693,1,0.0389,0.8,0.000762,0.086,0.538,133.645,4,"['Danish National Symphony Orchestra', 'Christian Schumann']"
488,Ed Sheeran,The A Team - Spotify Sessions,6D9w7wnOtoViu0yX6lmCsy,Spotify Session,3Zao4egmTSVP5LfAhHO4o1,2011,28,False,0.554,228784,0.255,9,-14.852,1,0.328,0.535,0.0,0.234,0.531,86.053,4,[]
489,Ed Sheeran,2step (feat. Antytila),5it0QwktdpQ7oE33PbImkX,2step (feat. Antytila),0cNLR4ksEAAesnSOVzV33s,2022-05-02,34,False,0.506,153213,0.695,4,-5.185,0,0.105,0.235,0.0,0.151,0.599,93.75,4,['Antytila']
490,Ed Sheeran,The City - Live at Sticky Studios; Loose Change EP,7cCsAsOKvFdOjQHpADku4O,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,25,False,0.712,306320,0.569,4,-6.032,0,0.204,0.507,0.0,0.412,0.837,105.032,4,[]
491,Ed Sheeran,Galway Girl,7kNiHmFP8B3fcl1j8RldBM,St Patrick's Day Songs,4P8UYzfJMbasxVxcuSLgr3,2022-03-11,28,False,0.599,168253,0.813,9,-5.882,1,0.0846,0.0783,0.0,0.476,0.809,100.192,4,[]
492,Ed Sheeran,The Day I Was Born - Live from Danielle’s Living Room,2eByhz5FCBvW0BoLl1I1vr,Autumn Variations (Fan Living Room Sessions),5bLE2kmkZWlzAYeb6To6LA,2023-10-02,29,True,0.656,214960,0.443,1,-5.924,1,0.0387,0.808,0.0,0.271,0.645,76.585,4,[]
493,Ed Sheeran,Sing - Live and in Session,5r6UJphd3l3sVEfeZpEZHy,Live and in Session,358s1FksXk3qh38nNdjJFk,2014-08-11,34,False,0.726,319401,0.719,6,-5.122,0,0.234,0.137,0.0,0.66,0.826,121.911,4,[]
495,Ed Sheeran,Take Me Back to London (feat. Stormzy),3ERZA2UXA1cD5WAELjSpa6,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,30,True,0.885,189733,0.762,8,-5.513,0,0.216,0.219,0.0,0.162,0.605,138.058,4,['Stormzy']
496,Ed Sheeran,Fall - Live at the Bedford,1lG7S133U7vKOXy0n8WeEL,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,24,False,0.494,151173,0.0964,4,-16.691,1,0.0532,0.807,7.13e-05,0.936,0.393,86.676,4,[]
497,Ed Sheeran,Firefly - Bravado Dubstep Remix,0dQ5jI1SGoAX2QT6N95tad,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,24,False,0.629,269187,0.663,9,-10.516,1,0.0283,0.28,0.711,0.0811,0.49,139.982,4,['Bravado']
498,Ed Sheeran,Be Right Now,3hPXXNKlZvD2l4KIgbo65V,= (Tour Edition),2CIOGAByaHyjQ1EO55JSzC,2022-05-27,23,False,0.501,211080,0.684,11,-6.706,1,0.0566,0.00494,0.000478,0.0524,0.442,131.952,4,[]
499,Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars),3U0oiHpXqrIS3AsOvkaS08,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,23,False,0.631,209120,0.796,1,-5.35,1,0.0401,0.000245,0.0108,0.38,0.596,92.47,4,"['Chris Stapleton', 'Bruno Mars']"
501,Ed Sheeran,2step,0lb5KwvbX6TlhH7hBmMCW8,songs I wrote that almost didn't make it,6VuZIPDz8dyFaHlH7HhIWr,2024-08-07,26,False,0.763,153627,0.661,4,-5.592,0,0.056,0.169,0.0,0.117,0.632,95.002,4,[]
502,Ed Sheeran,Sandman,2XKGiJ6CtXxlWdBpDiTa7y,= (Tour Edition),2CIOGAByaHyjQ1EO55JSzC,2022-05-27,23,False,0.822,259333,0.3,0,-8.034,1,0.0673,0.882,9.15e-05,0.0665,0.734,125.951,4,[]
504,Ed Sheeran,Lately (feat. Devlin),5cth8vxCckeYgE10nX58re,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,24,False,0.718,271333,0.82,4,-5.552,0,0.103,0.0928,0.0,0.391,0.329,90.013,4,['Devlin']
505,Ed Sheeran,Bloodstream - Arty Remix,7hsXDbHfhcm9hDpK7DJyhi,Bloodstream (Arty Remix),2WFfiru9h8SlaO5VpiYEP5,2015-03-27,20,False,0.601,395468,0.609,3,-7.64,0,0.0343,0.428,1.09e-05,0.092,0.392,127.987,4,"['Rudimental', 'ARTY']"
506,Ed Sheeran,You (feat. Wiley),7h7KBBdYIzrxOsLfR9aUO7,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,30,False,0.799,201587,0.532,1,-9.472,0,0.0707,0.386,0.00017,0.0978,0.189,100.032,4,['Wiley']
508,Ed Sheeran,You (feat. Wiley),6dSgNLxLDgTaPQlB15yOOK,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,24,False,0.799,201587,0.532,1,-9.472,0,0.0707,0.386,0.00017,0.0978,0.189,100.032,4,['Wiley']
509,Ed Sheeran,Small Bump,2sKgjO8vxk7znTpwNAptaW,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,32,False,0.81,259413,0.436,10,-12.683,1,0.0717,0.689,0.000151,0.11,0.446,119.973,4,[]
510,Ed Sheeran,Family (feat. P Money),79d2OA4Sj4nfw0vk8EV82D,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,29,False,0.476,254907,0.704,9,-5.411,0,0.278,0.515,0.0,0.094,0.297,140.396,4,['P Money']
511,Ed Sheeran,2step (feat. Armaan Malik),3Gxo1itE2q8dTrhX7atqCE,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,30,False,0.747,153124,0.667,4,-5.181,0,0.0566,0.18,0.0,0.146,0.508,95.0,4,['Armaan Malik']
512,Ed Sheeran,Shivers,2JA7t8pmXXDZba2OxtI0Xw,100 Greatest Party Songs,2NTw0F363GPU537jWfAPnJ,2022-12-16,24,False,0.788,207853,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[]
513,Ed Sheeran,The City - Live at the Bedford,4HQcJua3wHJLvBvc3gKJTr,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,25,False,0.602,307760,0.8,7,-5.91,1,0.0734,0.545,0.0,0.656,0.81,109.921,4,[]
514,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,3eFJI470ALf1EYjywPRsJy,Cross Me (feat. Chance the Rapper & PnB Rock) [M-22 Remix],49bXZtlI5kQSqQMSCnSaWO,2019-06-21,24,True,0.679,207894,0.923,6,-6.5,1,0.181,0.146,4.92e-06,0.124,0.752,121.984,4,"['Chance the Rapper', 'PnB Rock', 'M-22']"
515,Ed Sheeran,"You Need Me, I Don't Need You - Live at the Bedford",5rJDpFuffh8UFEKqvzCAZP,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,29,False,0.506,590333,0.911,0,-4.779,1,0.23,0.48,0.0,0.696,0.781,105.475,4,[]
516,Ed Sheeran,Be My Husband - Live from Glastonbury,4AkzT3wKLjlk0HDpZ5Bqvl,Don't,2oVtDZf7Xk3gLY7qN78asX,2014-08-12,23,False,0.483,470310,0.81,10,-6.184,0,0.28,0.719,0.0,0.926,0.564,113.123,4,[]
517,Ed Sheeran,So,2IpFUObI1qBgkuC21cJOXZ,You Need Me,6b6NoQ00gDKdOUBxRYTA7t,2009,27,False,0.521,268760,0.133,10,-10.599,1,0.0431,0.853,0.0,0.35,0.391,140.077,4,[]
518,Ed Sheeran,2step (feat. Antytila),0EgNmGWjnYm3FMyaOW5xsM,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,31,False,0.506,153213,0.695,4,-5.185,0,0.105,0.235,0.0,0.151,0.599,93.75,4,['Antytila']
519,Ed Sheeran,Radio (feat. JME),3MUKlVjVJBvPf4flrDq8KB,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,24,False,0.693,222653,0.833,6,-5.408,0,0.263,0.214,0.0,0.117,0.759,99.901,4,['Jme']
520,Ed Sheeran,Where We Land,5tdn9jn6Vl2NIsruTJDoCL,Songs I Wrote With Amy,40TWM0OpD4tS3AoWLnUxIC,2011-12-09,28,False,0.68,183000,0.248,11,-11.592,1,0.031,0.838,4.86e-06,0.0907,0.275,119.944,4,[]
521,Ed Sheeran,Shivers,014iGHhlHvLWvlQF6PXx6d,De Hits van 2022,11apRhy9t6bWW3JcrdmPlz,2022-12-16,14,False,0.788,207853,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[]
522,Ed Sheeran,Homeless - Live at the Bedford,0ewWskuCnqrTFvMUqtAQwF,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,24,False,0.601,225013,0.879,9,-5.215,1,0.0945,0.62,0.0,0.464,0.713,99.377,4,[]
523,Ed Sheeran,Perfect,11oHGrb6a4WlRlF2nrUgyB,Top Hits 2010-2020,5SX2ckmXPzTgWpWfOoTrn0,2022-06-10,33,False,0.598,263400,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,[]
524,Ed Sheeran,Wake Me Up - Live at the Bedford,7GtrkWkk5MxDaIlGOr7UU9,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,30,False,0.616,300680,0.141,9,-17.161,1,0.532,0.792,0.0,0.897,0.361,107.874,4,[]
525,Ed Sheeran,"Nightmares (feat. Random Impulse, Sway & Wretch 32)",4MKPqVv3FqKCZTcKHfR125,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,27,False,0.855,243000,0.678,9,-6.864,1,0.052,0.101,0.00232,0.0964,0.429,120.012,4,"['Random Impulse', 'Sway', 'Wretch 32']"
526,Ed Sheeran,Family (feat. P Money),77m6ySUV5ZpOdaIsygDYMZ,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,24,False,0.476,254907,0.704,9,-5.411,0,0.278,0.515,0.0,0.094,0.297,140.396,4,['P Money']
